name,cat,reason,degree,fam,cooc,mentions
10:36 Lord,3,short_scripture,62,0,41,1
## Cockatrice COCKATRICE,5,starts_nonword,61,0,35,1
"120,000 dollars",1,clean,26,0,24,1
1:40–42 ####,3,short_scripture,33,0,24,1
## Murderers,5,starts_nonword,42,0,33,1
## Devout ###,5,starts_nonword,39,0,25,1
27:1,5,numeric_only,183,0,113,4
9:7,5,numeric_only,25,0,11,1
## Megiddo,5,starts_nonword,108,0,29,1
## Twine ###,5,starts_nonword,43,0,31,1
six-inch,4,single_lowercase,101,0,75,3
## Contemporary Meaning(s,5,starts_nonword,10,0,8,1
over 11 feet,1,clean,1,0,0,1
25+ mile,1,clean,64,0,36,1
40:18,5,numeric_only,36,0,22,1
## Ox,5,starts_nonword,64,0,28,1
13:5–12,5,numeric_only,29,0,16,1
35.2.10,5,numeric_only,23,0,21,1
about 80–120 feet,1,clean,28,0,23,1
more than $40,1,clean,17,0,14,1
twelve hundred miles,1,clean,102,0,71,4
## Mazzaroth,5,starts_nonword,107,0,76,2
hundreds of feet,1,clean,199,0,123,7
## Study the Words of Latter-Day,5,starts_nonword,23,0,15,1
"4,195,252",1,clean,36,0,31,1
fifty-six feet,1,clean,40,0,33,1
## Apart #,5,starts_nonword,24,0,0,1
3.75,5,numeric_only,27,0,11,1
messages a thousand miles,1,clean,42,0,30,1
8n4 godliness,1,clean,59,0,43,1
## Drawer of Water ###,5,starts_nonword,50,0,30,1
## Dram #,5,starts_nonword,50,0,30,1
"1,000 km",1,clean,77,0,52,2
