from_name,from_type,relation,to_name,to_type
Gnaens Domitius Ahenobarbus,person,FATHER_OF,Lucius Domitius Ahenobarbus,person
Laish,person,FATHER_OF,Paltiel,person
Mahseiah,person,FATHER_OF,Neriah,person
Jediael,person,FATHER_OF,Benjamin,person
Zerah,person,FATHER_OF,Jobah,place
Shilhi,person,FATHER_OF,Azubah,person
Aretas,person,FATHER_OF,Josephus,person
David,person,FATHER_OF,Messiah,concept
Joseph,person,FATHER_OF,Messiah,concept
Hagri,person,FATHER_OF,Mibhar,person
Aram,person,FATHER_OF,Uz,person
Oliver,person,FATHER_OF,Lorenzo Snow,person
Charles Merrill,person,FATHER_OF,Charlotte,person
Eli Harvey,people,FATHER_OF,LEONIDAS THOMAS,person
CHARLES,person,FATHER_OF,John Archibald,person
Ana,person,FATHER_OF,Cuando,person
Jonathan,person,FATHER_OF,Sam Parker,person
Barachias,person,FATHER_OF,Zacharias,person
Hyrum,person,FATHER_OF,Martha ann,person
Don Carlos Smith,person,FATHER_OF,Josephine Donna Smith,person
Don Carlos Smith,person,FATHER_OF,Donna Smith,person
Samuel,person,FATHER_OF,Samuel Harrison Bailey Smith,person
Abraham,person,FATHER_OF,Elizabeth Hoagland,person
David Taylor,person,FATHER_OF,Robert Blashel Thompson Taylor,person
Mercy Rachel Fielding Thompson,person,FATHER_OF,Mary Jane Thompson,person
Mary Jane Thompson,person,FATHER_OF,Robert Blashel Thompson Taylor,person
JOHN SMITH,person,FATHER_OF,Lucy Smith,person
Abraham Owen Smoot,person,FATHER_OF,Margaret Thompson Smoot,person
Joseph,person,FATHER_OF,Married Zina Smith,person
Joseph,person,FATHER_OF,Mary Sophronia Smith,person
Joseph,person,FATHER_OF,Mercy Josephine,person
William Pierce,person,FATHER_OF,Hannah Eveline Pierce,person
Hyrum Smith,person,FATHER_OF,Sarah Smith,person
JOHN SMITH,person,FATHER_OF,Hyrum Fisher Smith,person
William Pierce,person,FATHER_OF,Hyrum Robert Pierce,person
Joseph Fielding,person,FATHER_OF,Hannah Alice Fielding,person
Mary Schwartz,person,FATHER_OF,Royal Grant Smith,people
Jerusha Smith,person,FATHER_OF,Eli Thomas Pierce,people
Sarah Smith Griffin,person,FATHER_OF,Ernest Adelbert Griffin,person
Joseph,person,FATHER_OF,Emma Smith,person
Willard Richards Smith,person,FATHER_OF,Willard Grant Smith,person
William Jasper Harris,person,FATHER_OF,Franklin Hill Harris,person
Zina Christine Harris,person,FATHER_OF,Sarah Rachel Furner,person
Emily Louie Shurtliff,person,FATHER_OF,Josephine Smith,person
George Albert Smith,person,FATHER_OF,Margaret West Smith,person
Joseph,person,FATHER_OF,Andrew Kimball Smith,person
Martha ann,person,FATHER_OF,Sarah Lovina Harris,person
Joseph,person,FATHER_OF,David Asael Smith,person
Joseph,person,FATHER_OF,Franklin Richards Smith,person
Joseph,person,FATHER_OF,Martha Smith,person
Joseph Nelson,person,FATHER_OF,Joseph Smith Nelson,person
Julina Clarissa Smith,person,FATHER_OF,Luacine Peery,person
Joseph,person,FATHER_OF,Alice Smith,person
Mary Emily Harris,person,FATHER_OF,Mary Elizabeth Corbett,person
Joseph Fielding Smith Jr,person,FATHER_OF,Julina Smith,person
Jessie Lena Freckleton,person,FATHER_OF,Delia Jessie Harris,person
Emily Angelina Hinckley,person,FATHER_OF,Emmett Gordon Holbrook,person
Mary Emily Harris,person,FATHER_OF,Walter Harris Corbett,person
Hyrum Smith Harris,person,FATHER_OF,Mercy Rachel Harris,person
Joseph,person,FATHER_OF,Edna Melissa Smith,person
Jerusha Smith,person,FATHER_OF,William Pierce,person
Sarah Smith,person,FATHER_OF,Alice Lovina Griffin,person
Mary Jane Smith,person,FATHER_OF,George Washington Gee II,person
Heber,person,FATHER_OF,Lydia Holmes Kimball,person
Mary Fielding Lupton,person,FATHER_OF,Ann Jane Lupton,person
Edna Lambson,person,FATHER_OF,Ruth Smith,person
Mary Fielding Smith,person,FATHER_OF,Smith Harris,person
Mary Fielding Smith,person,FATHER_OF,Martha Ann Harris,person
Joseph,person,FATHER_OF,Martha Ann Baby Zina,person
David,person,FATHER_OF,King,person
Timaeus,person,FATHER_OF,Bartimaeus,person
Tim,person,FATHER_OF,Bartimaeus,person
Zebedee,person,FATHER_OF,Jacob,person
Alphaeus,person,FATHER_OF,Jacob,person
President John Taylor,person,FATHER_OF,Taylor,person
Isaac Hale,person,FATHER_OF,Alva Hale,person
Mary Ann Stearns Pratt,person,FATHER_OF,Mary Ann Stearns Winters,person
Akiba,place,FATHER_OF,Isi,person
Vettenos,person,FATHER_OF,Theodotos,place
James,person,FATHER_OF,Seleam Haren,people
John,person,FATHER_OF,Margaret Ann Stewart,person
Thomas,person,FATHER_OF,Charles Alma Moulton,person
Thomas,person,FATHER_OF,Charles Thornton McNeil,person
Edward,person,FATHER_OF,Elizabeth Ann Farmer,person
James,person,FATHER_OF,Margaret Kay,person
WILLIAM,person,FATHER_OF,Lark,person
WILLIAM,person,FATHER_OF,Jane James,person
Sister Ruvinia Leason,people,FATHER_OF,Leason,person
David,person,FATHER_OF,Jesus,person
Eli,person,FATHER_OF,Joseph,person
Jannai,person,FATHER_OF,Melchi,person
Amos,person,FATHER_OF,Mattathias,person
Mattathias,person,FATHER_OF,Maath,person
Josech,person,FATHER_OF,Semein,person
Rhesa,person,FATHER_OF,Johannan,place
Shealthiel,person,FATHER_OF,Zerubbabel,person
Addi,person,FATHER_OF,Melchi,person
Elmadam,person,FATHER_OF,Cosam,person
Eliezer,person,FATHER_OF,Joshua,person
Judah,person,FATHER_OF,Simeon,person
Jonam,person,FATHER_OF,Joseph,person
Admin,person,FATHER_OF,Aminadab,person
Hezron,person,FATHER_OF,Arni,person
Judah,person,FATHER_OF,Peres,person
Ragau,person,FATHER_OF,Seruch,people
Arphaxad,person,FATHER_OF,Cainan,person
Enoch,person,FATHER_OF,Methusalah,people
Mahaleel,place,FATHER_OF,Jared,person
Brigham Young,person,FATHER_OF,Zina Young,person
Salt Lake City,place,FATHER_OF,Carrie Grant,person
Elisha,person,FATHER_OF,Plymouth Township,place
Newel,person,FATHER_OF,Horace Whitney,person
Aeneas,person,FATHER_OF,Iulus,people
Mattathias,person,FATHER_OF,Jonathan,person
Jehoiada,person,FATHER_OF,Zacharias,person
Herod,person,FATHER_OF,Archelaus,person
Herod,person,FATHER_OF,Herod Philip,person
ZACHARIAH,person,FATHER_OF,John,person
Abbas,person,FATHER_OF,Bar-Abbas,people
Abia,person,FATHER_OF,Asaph,person
Asaph,person,FATHER_OF,JOSAPHAT,people
Manasses,person,FATHER_OF,Amos,person
Amos,person,FATHER_OF,Josias,person
David,person,FATHER_OF,Joseph,person
Jonah,person,FATHER_OF,Simon,person
Alexander Hale Smith,person,FATHER_OF,Smith,person
MR,place,FATHER_OF,Irene,person
Elder Eaton,person,FATHER_OF,Eaton,person
Simon,person,FATHER_OF,Alexander,person
Leto,person,FATHER_OF,Apollo,person
Zeus,person,FATHER_OF,Apollo,person
Mahalath,person,FATHER_OF,Igrath,place
Ananus,place,FATHER_OF,Jesus,person
David,person,FATHER_OF,Christ,concept
Mormon,person,FATHER_OF,Joseph Kilburn Bent,person
Henry Enon Phelps,person,FATHER_OF,Phelps,person
Bishop Edward Partridge,person,FATHER_OF,Emily Partridge,person
John CORRILL,person,FATHER_OF,Nancy Corrill,person
Robert,person,FATHER_OF,Samuel Smith Samuel,person
John Curtis,person,FATHER_OF,Rebecca,person
Zacheus Gould,person,FATHER_OF,Priscilla,person
John Mack,person,FATHER_OF,Ebenezer,person
Ebenezer Mack,person,FATHER_OF,Joseph Smith Solomon,person
Orlando,person,FATHER_OF,Sarah,person
Aaron Huntly,person,FATHER_OF,Hannah,person
Nathan Gates,person,FATHER_OF,Lydia Gates,people
Asael,person,FATHER_OF,prophet Joseph Smith,person
SOLOMON MACK,person,FATHER_OF,Lucy Mack,person
Patriarch Hyrum Smith,people,FATHER_OF,Smith,person
Daniel,person,FATHER_OF,Wells,person
JOSEPH KNIGHT,person,FATHER_OF,Newel Knight,person
JOHN SMITH,person,FATHER_OF,George Albert Smith,person
John Chrtis,person,FATHER_OF,Rebecca Curtis,person
Isaac Hale,person,FATHER_OF,Emma Hale,person
Joshua Grant,person,FATHER_OF,Caroline Grant,person
Willard,person,FATHER_OF,Rhoda Ann,person
John Quincy Adams,person,FATHER_OF,Adams,person
Robert,person,FATHER_OF,Samuel,person
Jacob,person,FATHER_OF,Amos,person
Anthony Blackburn,person,FATHER_OF,Abner Blackburn,person
Joshua,person,FATHER_OF,Caroline,person
Gardner,person,FATHER_OF,Levira Clark,person
Elder Rigdon,person,FATHER_OF,Robinson,person
Thomas,person,FATHER_OF,Marsh,person
Frederick,person,FATHER_OF,Swain Williams,person
John,person,FATHER_OF,Smith,person
ELIAS HIGBEE,person,FATHER_OF,Higbee,person
Dominicus Carter,person,FATHER_OF,Sarah Emily,person
Asa Wright,person,FATHER_OF,John Wright,person
Warren Smith,person,FATHER_OF,Sardius Smith,person
Elder Brigham Young,person,FATHER_OF,Mary Ann Young,person
Mattathias,person,FATHER_OF,Judas,person
Nimaquiche,person,FATHER_OF,Acxopil,person
Solomon Spaulding,person,FATHER_OF,McKenstry,person
Jonas,person,FATHER_OF,Simon Peter,person
Hyrum Smith,person,FATHER_OF,Smith,person
Odin,people,FATHER_OF,Balder,person
Atlas,person,FATHER_OF,Maia,person
MARS,people,FATHER_OF,Hermione,people
Venus,person,FATHER_OF,Cupid,people
Kahtan,people,FATHER_OF,Yarab,person
Eber,person,FATHER_OF,Joctan,person
Henry VIII,person,FATHER_OF,Edward VI,person
Aaron Frost,person,FATHER_OF,Mary Ann Frost,person
John Clark,person,FATHER_OF,Elizabeth Clark,person
Christopher,person,FATHER_OF,Obadiah Pratt,person
Obadiah,person,FATHER_OF,Jared Pratt,person
Samuel Carpenter,person,FATHER_OF,Mary Carpenter,person
Samuel Dickison,person,FATHER_OF,Charity Dickison,person
Mathew Woodruff,person,FATHER_OF,John,person
Hyrum Smith,person,FATHER_OF,JOHN SMITH,person
Lorenzo,person,FATHER_OF,Sobieski Young,person
Jona,person,FATHER_OF,Andrew,person
Alpheus,person,FATHER_OF,Levi,person
Uzziel,person,FATHER_OF,Jonathan,person
Jairus,person,FATHER_OF,Nain,person
Cleophas,person,FATHER_OF,Simeon,person
Gorman,person,FATHER_OF,Blatand,people
Zohah,people,FATHER_OF,Ephron,person
King Zedekiah,person,FATHER_OF,Mulek,person
Willard,person,FATHER_OF,Heber John,person
Solomon,person,FATHER_OF,Lucy,person
Hyrum,person,FATHER_OF,Hyrum Smith,person
Jacob,person,FATHER_OF,Ann Standley,person
Asa,person,FATHER_OF,Miriam Works,person
Eliphalet,person,FATHER_OF,Huldah Chapman,person
Ezekiel Johnson,person,FATHER_OF,Susan Johnson,person
John,person,FATHER_OF,Chidester,person
Chandler Holbrook,person,FATHER_OF,Diana Holbrook,person
Joseph Holbrook,person,FATHER_OF,Sarah Lucretia Holbrook,person
Joseph Holbrook,person,FATHER_OF,Charlotte Holbrook,person
Zera Pulsipher,person,FATHER_OF,Sarah Pulsipher,person
John,person,FATHER_OF,Eunice Chidester,person
MR,place,FATHER_OF,Pittsburg,place
Osoroeris,person,FATHER_OF,Horos,person
David,person,FATHER_OF,Jane Neyman,person
Sanford Porter,person,FATHER_OF,Clark,person
Samuel Lathrop,person,FATHER_OF,ABIGAL,people
Gioras,people,FATHER_OF,Simon,person
Jupiter Amnion,people,FATHER_OF,King Alexander,person
Jared,person,FATHER_OF,Now,period
Jared,person,FATHER_OF,Baptist,people
Brigham Young,person,FATHER_OF,Zina,person
Orson Spencer,person,FATHER_OF,George,person
Thomas,person,FATHER_OF,Emily Hill Woodmansee,person
President,place,FATHER_OF,Smoot,person
Heber,person,FATHER_OF,Helen Mar Whitney,person
Brigham Young,person,FATHER_OF,WILLIAMS,person
President,place,FATHER_OF,Wells,person
Lehi,person,FATHER_OF,Nephi Nephi,people
PETER WHITMER,person,FATHER_OF,David Whitmer,person
Mahujael,person,FATHER_OF,Mathusael,place
Mathusael,place,FATHER_OF,Lamech,person
Zebedee Salome,person,FATHER_OF,James,person
Newell Knight,person,FATHER_OF,Lydia Knight,person
Joseph,person,FATHER_OF,Joseph Smith,person
Jochai,place,FATHER_OF,Simon,person
Benjamin,person,FATHER_OF,King Mosiah,person
Lamech,person,FATHER_OF,Deluge,person
Wilford Woodruff,person,FATHER_OF,Phoebe Amelia Woodruff,person
Lorenzo Snow,person,FATHER_OF,Milton Snow,person
Dan Delos Bradshaw,person,FATHER_OF,Barbara Bradshaw Smith,person
Samuel Marion Lee,person,FATHER_OF,Idaho,people
Mizraim,person,FATHER_OF,Casluhim,person
Heber,person,FATHER_OF,Abraham Kimball,person
David,person,FATHER_OF,King Solomon,person
Julian Rojas,person,FATHER_OF,Aniceto Rojas,person
Spanish,person,FATHER_OF,France,person
CHARLES,person,FATHER_OF,Zina Young Card,person
Israel,person,FATHER_OF,Egypt,concept
Peter,person,FATHER_OF,Aberdeenshire,place
Lehi,person,FATHER_OF,Mormón,person
George,person,FATHER_OF,Utah,person
Paul Vickery,person,FATHER_OF,David Todd Christofferson,person
Elohim,concept,FATHER_OF,Jesucristo,person
Fiorella,person,FATHER_OF,Soy,person
Daniel,person,FATHER_OF,Cuando,person
Romeo,person,FATHER_OF,El,person
Caín,person,FATHER_OF,Enoc,person
Eber,person,FATHER_OF,Joktan,person
Sabannus,people,FATHER_OF,Moeth,person
Bathia,people,FATHER_OF,Moses,person
Hyrcanus,person,FATHER_OF,Alexander Janneus,person
Josaphias,person,FATHER_OF,SALIMOTH,person
Hassenuah,person,FATHER_OF,Hodaviah,person
Hassenuah,person,FATHER_OF,Judah,person
Jesus,person,FATHER_OF,Jeddu,place
Sennacherib,person,FATHER_OF,Ashurnadin-shum,person
Hilkiah,person,FATHER_OF,AS,people
Shaul,person,FATHER_OF,Simeon,person
Col-hozeh,person,FATHER_OF,Shallum,person
Shammah,person,FATHER_OF,Jonathan,person
Ela,person,FATHER_OF,Shimei,person
Abraham,person,FATHER_OF,Jokshan,person
Jezelus,person,FATHER_OF,Sechenias,person
Gilead,person,FATHER_OF,Shechem,person
Helem,person,FATHER_OF,An Asherite,person
Josiphiah,person,FATHER_OF,Shelomith,person
South,concept,FATHER_OF,Jahath,person
Gog,person,FATHER_OF,Reuben,person
Amram,person,FATHER_OF,Levite,person
Maacah,person,FATHER_OF,Shephatiah,person
Cleopas,person,FATHER_OF,Simon,person
Cleopas,person,FATHER_OF,Simon Nathanael,person
Simon,person,FATHER_OF,Jesus,person
Eleazar,person,FATHER_OF,Jesus,person
Onias II,people,FATHER_OF,Simon II,person
Joseph,person,FATHER_OF,Hyrcanus,person
Enlil,person,FATHER_OF,Ninip,person
Cyrus,person,FATHER_OF,Barzia,place
Ptolemy,people,FATHER_OF,Lysimachus,person
Onias,person,FATHER_OF,Simon,person
Ninyas,people,FATHER_OF,Cappodax,people
Assur-nacir-apli,place,FATHER_OF,Shalmaneser II,person
Amukkani,person,FATHER_OF,Musallim-Marduk,person
Durmah-ilani,person,FATHER_OF,Eri-Akua,people
Jediael,person,FATHER_OF,Bilham,people
Amoz,person,FATHER_OF,Prophet,person
Johanan,person,FATHER_OF,Jaddua,person
Ramses II,person,FATHER_OF,Menephthah,people
Peleth,person,FATHER_OF,Reubenite,person
Simon II,person,FATHER_OF,Onias iii,person
Meonothai,person,FATHER_OF,Judah,person
Elimelech,person,FATHER_OF,Mahlon,person
Kenaz,person,FATHER_OF,Israel,person
Mizraim,person,FATHER_OF,Zudim,person
Aharun,person,FATHER_OF,Eleazar,person
Perdition,concept,FATHER_OF,KJV Dictionary,people
Orkhan,place,FATHER_OF,Suleiman,person
Sarabus,people,FATHER_OF,Aurelius Diogenes,people
Sisygambis,people,FATHER_OF,Codomannus,person
Jonas,person,FATHER_OF,Peter,person
Zaraias,person,FATHER_OF,Eliaonias,person
Eshton,person,FATHER_OF,Judah,person
Rameses II,person,FATHER_OF,Minepthah,person
JEHOZADAK,person,FATHER_OF,Joshua,person
Amram,person,FATHER_OF,Aaron,person
Lagus,people,FATHER_OF,BC,people
Antigonus,person,FATHER_OF,Demetrius,person
Philadelphus,person,FATHER_OF,Berenice,person
Pallu,person,FATHER_OF,Eliab,person
Antiochus,person,FATHER_OF,Antiochus IV,person
Ptolemy Philometor,person,FATHER_OF,Cleopatra,person
Micah,person,FATHER_OF,Chronicles Abdon,person
Elon,person,FATHER_OF,Esau,person
Alexander Janneus,person,FATHER_OF,Aristobulus,person
Shagee,people,FATHER_OF,Jonathan,person
Phinehas,person,FATHER_OF,Ahitub,person
Ahitub,person,FATHER_OF,Ahijah,person
Elpaal,person,FATHER_OF,Beriah,person
Zibeon,person,FATHER_OF,Horite,person
Neoptolemos,people,FATHER_OF,Olympias,person
Mary,person,FATHER_OF,James,person
Shobal,person,FATHER_OF,Ahan,person
Elkanah,person,FATHER_OF,Kohath,person
Kohath,person,FATHER_OF,Amminadab,person
Ebed-Asherah,place,FATHER_OF,Aziru,place
Immer,person,FATHER_OF,Hanani,person
Shemaiah,person,FATHER_OF,Great,person
Joram,person,FATHER_OF,Uzziah,person
Jason,person,FATHER_OF,Antipater,person
Seleucus Philopator,people,FATHER_OF,Demetrius Soter,person
Seleucus Philopator,people,FATHER_OF,Demetrius,person
Shalikh,people,FATHER_OF,ABiR,people
Shem,person,FATHER_OF,Arfakhshad,person
Arfakhshad,person,FATHER_OF,Shalikh,people
Yaktan,place,FATHER_OF,Jurhum,place
Shaharaim,person,FATHER_OF,Elpaal,person
Mithridates,place,FATHER_OF,Phraates,person
Megabyzus,person,FATHER_OF,Zopyrus,person
Potiphera,person,FATHER_OF,Joseph,person
Ochran,person,FATHER_OF,Pagiel,person
Necho,person,FATHER_OF,Psammetik,person
Ninyas,people,FATHER_OF,Cappadox,people
Belos,people,FATHER_OF,Ninos,people
Antipater,person,FATHER_OF,Herod,person
Jokshah,place,FATHER_OF,Dedan,person
Cyaxares,person,FATHER_OF,Istuvigu,place
Bebai,person,FATHER_OF,Jew,person
Dorymenes,people,FATHER_OF,Ptolemy,people
Jerahmeel,person,FATHER_OF,Ram,person
Rimmon,person,FATHER_OF,Beeroth,person
Jahdai,person,FATHER_OF,Calebite,person
Nahor,person,FATHER_OF,Chesed,person
Ephraim,person,FATHER_OF,Sheerah,person
Amaziah,person,FATHER_OF,Azariah,person
Isaac,person,FATHER_OF,AS,people
Zorzelleus,person,FATHER_OF,Augia,person
Gershom,person,FATHER_OF,Shimei,person
Zechariah,person,FATHER_OF,Asaphite,people
Jahaziel,person,FATHER_OF,Sheconiah,place
Hezron,person,FATHER_OF,Scrub,person
Adaiah,person,FATHER_OF,Judah,person
Omri,person,FATHER_OF,Jehu,person
Shallum,person,FATHER_OF,Judahite,person
Perez,person,FATHER_OF,Hezron,person
Kish,person,FATHER_OF,Merarite Levite,person
Hananiah,person,FATHER_OF,And,person
Shemaiah,person,FATHER_OF,Joash,person
Absalom,person,FATHER_OF,Mattathias,person
Haruz,person,FATHER_OF,King Amon,person
Uzziah,person,FATHER_OF,Judah,person
Hassenuah,person,FATHER_OF,Benjamite,person
Chalphi,concept,FATHER_OF,Judas,person
Simon Iscariot,person,FATHER_OF,Judas,person
Tabrimmon,person,FATHER_OF,Benhadad,person
Laish,person,FATHER_OF,Palti,person
Gamaliel,person,FATHER_OF,Simon,person
Jephunneh,person,FATHER_OF,Instance Caleb,person
Elan,people,FATHER_OF,Bashemath,person
Anah,person,FATHER_OF,Oholibamah,person
Elon,person,FATHER_OF,Adah,person
Aher,person,FATHER_OF,Benjaminite,person
Zuar,person,FATHER_OF,Nethanel,person
Hezron,person,FATHER_OF,Chelubai,person
Gemali,place,FATHER_OF,Ammiel,person
Shiftan,people,FATHER_OF,Kemuel,person
Dodai,person,FATHER_OF,Eleazar,person
Ahithophel,person,FATHER_OF,Eliham,person
Esbai,people,FATHER_OF,Naarai,person
Maacah,person,FATHER_OF,Hanan,person
Amaraiah,person,FATHER_OF,Ahitub,person
Meraioth,person,FATHER_OF,Azariah,person
Chaos,people,FATHER_OF,Ialdaboth,people
Tahath,person,FATHER_OF,An Ephraimite,person
Shimei,person,FATHER_OF,Benjamite,person
Immer,person,FATHER_OF,Zodak,person
Jeremiah,person,FATHER_OF,Amital,people
Jeroboam II,person,FATHER_OF,Israel,person
Jethro,person,FATHER_OF,Moses,person
Jesus,person,FATHER_OF,Habakkuk,person
Bedad,person,FATHER_OF,Edom,person
Azzur,person,FATHER_OF,Gibeon,person
Jehu,person,FATHER_OF,Jehoahaz,person
Joel,person,FATHER_OF,Levite,person
Mariamne,person,FATHER_OF,Herod,person
Cleopatra,person,FATHER_OF,Herod Philip,person
Herod,person,FATHER_OF,Aristobulus,person
Hyrcanus,person,FATHER_OF,Mariamne,person
Hosah,person,FATHER_OF,Merari,person
Rameses II,person,FATHER_OF,Seti Merenptah II,people
Heber,person,FATHER_OF,An Asherite,person
Rameses,person,FATHER_OF,Merenptah,place
Karamat,place,FATHER_OF,Egypt,concept
Gera,person,FATHER_OF,Benjamite,person
Uzzi,person,FATHER_OF,Benjamite,person
Billama,place,FATHER_OF,Mekubi,people
Te-umman,person,FATHER_OF,Undasi,place
Caleb,person,FATHER_OF,Shobal,person
Solomon,person,FATHER_OF,Menelek,people
SELEUCUS,person,FATHER_OF,Demetrius Soter,person
Accos,person,FATHER_OF,John,person
Jeroham,person,FATHER_OF,Benjamite,person
Jeroboam,person,FATHER_OF,Zechariah,person
Jaaziah,person,FATHER_OF,Merarite Levitt,person
Joah,person,FATHER_OF,Gershomite Levite,person
Kareah,person,FATHER_OF,Johnnan,person
Epaal,people,FATHER_OF,Benjamin,person
Shashak,person,FATHER_OF,Benjamin,person
Amaziah,person,FATHER_OF,Kings,person
Vespasian,people,FATHER_OF,Titus,person
Jehoash,person,FATHER_OF,Jeroboam II,person
Dishon,person,FATHER_OF,Horite,person
Abishalom,person,FATHER_OF,Maacah,person
Pedaiah,person,FATHER_OF,Zebidah,person
Aristobulus II,person,FATHER_OF,Alexander,person
Philip II,people,FATHER_OF,Thessalonica,place
Hattusil,person,FATHER_OF,Dudhalia,person
ARAB,people,FATHER_OF,Shecaniah,person
Puah,person,FATHER_OF,JUDGES,people
SELEUCUS,person,FATHER_OF,Demetrius,person
Ana,person,FATHER_OF,Naaman,person
Astyages,person,FATHER_OF,Amytis,people
Sanballat,person,FATHER_OF,Dalayah,place
Claudius,person,FATHER_OF,Octavia,place
Kudur-Mabug,person,FATHER_OF,BC,people
Ea,people,FATHER_OF,Adapa,person
Absalom,person,FATHER_OF,Jonathan,person
Nabunaid,person,FATHER_OF,Nebuchadnezzar,person
Solomon,person,FATHER_OF,Tappath,person
Hazael,person,FATHER_OF,Benhadad III,person
Hazael,person,FATHER_OF,Benhadad,person
Beriah,person,FATHER_OF,Sheerah,person
Caleb,person,FATHER_OF,Salma,person
Augustus,person,FATHER_OF,Julia,person
Henadad,person,FATHER_OF,Bavvai,person
Seth,person,FATHER_OF,Enosh,person
Mahli,person,FATHER_OF,Levite,person
Maaseiah,person,FATHER_OF,Benjamite,person
Philip,person,FATHER_OF,Macedonian,person
Aretas,person,FATHER_OF,Antipas,person
Zohar,person,FATHER_OF,Hittite,person
Ishmael,person,FATHER_OF,Esau,person
Iddo,person,FATHER_OF,Abinadab,person
Shaharaim,person,FATHER_OF,Benjamites,person
Hadad,person,FATHER_OF,Samlah,person
Mattathias,person,FATHER_OF,John,person
Chelub,person,FATHER_OF,Judah,person
King Saul,person,FATHER_OF,Merab,person
Gennaeus,person,FATHER_OF,Apollonius,person
Jonathan,person,FATHER_OF,Saul,person
Shaharaim,person,FATHER_OF,Benjamite,person
Tobiah,person,FATHER_OF,Jehohanan,person
Enoch,person,FATHER_OF,Seth,person
Micaiah,person,FATHER_OF,Achbor,person
Jeiel,person,FATHER_OF,Benjamite,person
Nathaiah,place,FATHER_OF,Ishmael,person
Shimei,person,FATHER_OF,Jonathan,person
Drimylus,people,FATHER_OF,Jew,person
Zedekiah,person,FATHER_OF,Mulek,person
El,person,FATHER_OF,Yahweh,person
Birchri,people,FATHER_OF,Sheba,person
Mary,person,FATHER_OF,Messiah,concept
Lehi Nephi,people,FATHER_OF,Nephi,person
Adam,person,FATHER_OF,Sitil,place
William Smith,person,FATHER_OF,Nancy Maria Smith,person
Hyrum Smith,person,FATHER_OF,Lovina Smith,person
Zeniff,person,FATHER_OF,King Noah,person
ISIS,people,FATHER_OF,Horus,person
Rabbi,person,FATHER_OF,Rabbi Yosei,person
Mosiah,person,FATHER_OF,King Benjamin,person
Lewis Bidamon,person,FATHER_OF,Charles Bidamon,person
Sylvia Lyon,person,FATHER_OF,Josephine Lyon,person
Jacob,person,FATHER_OF,Egypt,concept
Osiris,person,FATHER_OF,Horus,person
Odin,people,FATHER_OF,Baldur,people
Smail,place,FATHER_OF,Meho,people
Ramses II,person,FATHER_OF,Merneptah,place
Lynn Paul,person,FATHER_OF,K-Lynn Paul,people
Alma the,person,FATHER_OF,Alma,person
Ahimelek,people,FATHER_OF,Abiathar,person
Jared,person,FATHER_OF,Salomé,person
william law,person,FATHER_OF,Law,concept
Horus,person,FATHER_OF,Duamutef,person
El,person,FATHER_OF,Elohim,concept
Pahoran,person,FATHER_OF,Paanchi,person
King Benjamin,person,FATHER_OF,King Mosiah,person
John Johnson,person,FATHER_OF,Marinda Nancy Johnson,person
Elnathan,person,FATHER_OF,Konyahu,person
Philip,person,FATHER_OF,Alexander,person
Israel,person,FATHER_OF,Judah,person
Nephihah,person,FATHER_OF,Zarahemla Parhoron,person
El Elyon,people,FATHER_OF,Yahweh,person
Jacob-Israel,person,FATHER_OF,Dan,person
Hosea,person,FATHER_OF,Seraiah,person
