name_en,name_es,gender,testament,description,meaning
Pharaoh,Faraón,Male,Both,who took Sarai (GEN 12:15),that disperses; that spoils
Pharaoh Neco,Faraoh Neco,Male,OT,King of Egypt (2KI 23:29),
Pharaoh-nechoh,Faraoh-nechoh,Male,Unknown,,
Pharez,Farez,Male,Unknown,"'=Pharez, (q",division; rupture
Pharosh,Farosh,Male,Unknown,,
Phaseah,Faseah,Male,Unknown,,
Phebe,Febe,Female,NT,"A “deaconess of the church at Cenchrea,” the port of Corinth",shining; pure
Phichol,Fichol,Male,NT,"Great, the chief captain of the army of Abimelech, the Philistine king of Gerar","the mouth of all, or every tongue"
Phicol,Ficol,Male,OT,commander of Abimelech's army (GEN 21:22),
Philemon,Filemón,Male,NT,Paul's fellow worker (PHM 1:1),who kisses
Philetus,Filetus,Male,NT,his talk spread like gangrene (2TI 2:17),amiable; beloved
Philip,Felipe,Male,NT,disciple of the Messiah (MAT 10:3),warlike; a lover of horses
Philologus,Filologus,Male,NT,Paul sends greetings to him (ROM 16:15),"a lover of letters, or of the word"
Phinehas,Finees,Male,Both,"Eleazar's son, Aaron's grandson (EXO 6:25) given a covenant of peace and perpetual priesthood (NUM 25:13)",bold aspect; face of trust or protection
Phlegon,Flegon,Male,NT,Paul sends greetings to him (ROM 16:14),zealous; burning
Phoebe,Febe,Female,NT,a believer who is a servant in the church in Cenchrea (ROM 16:1),
Phurah,Furah,Male,Unknown,,"that bears fruit, or grows"
Phut,Fut,Male,Both,One of the sons of Ham ([Gen,
Phygellus,Fygellus,Male,NT,"Fugitive, a Christian of Asia, who “turned away” from Paul during his second imprisonment at Rome ([2 Tim",fugitive
Phygelus,Fygelus,Male,Unknown,turned away from Paul in Asia (2TI 1:15),
Pilate,Pilato,Male,NT,the governor of Judea (MAT 27:2),armed with a dart
Pildash,Pildash,Male,OT,son of Nahor (GEN 22:22),
Pileha,Pileha,Male,Unknown,,
Pilha,Pilha,Male,OT,non-Levite leader (NEH 10:14),
Piltai,Piltai,Male,OT,son of Miniamin (NEH 12:17),
Pinon,Pinon,Male,OT,chief of Edom (GEN 36:41),pearl; gem; that beholds
Piram,Piram,Male,Both,King of Jarmuth during the conquest of the Land (JOS 10:3),a wild ass of them
Pispa,Pispa,Male,OT,son of Jether [Ithran] (1CH 7:38),
Pispah,Pispah,Male,Unknown,,
Pithon,Pithon,Male,OT,son of Micah (1CH 8:35),mouthful; persuasion
Pochereth,Pochereth,Male,Unknown,,cutting of the mouth of warfare
Pochereth-hazzebaim,Pochereth-hazzebaim,Male,OT,Solomon's servant (EZR 2:55),
Pontius,Pontius,Male,NT,"Probably connected with the Roman family of the Pontii, and called “Pilate” from the Latin pileatus, i",marine; belonging to the sea
Poratha,Poratha,Male,OT,son of Haman (EST 9:8),fruitful
Porcius,Porcius,Male,NT,the governor of Caesarea who succeeded Felix (ACT 24:27),
Portius,Portius,Male,NT,The successor of Felix (A,
Poti-pherah,Poti-ferah,Male,Unknown,,
Potiphar,Potifar,Male,OT,Pharaoh's officer (GEN 37:36),bull of Africa; a fat bull
Potiphera,Potifera,Male,OT,priest of On [Heliopolis- NAS 1995 notes] (GEN 41:45),
Prince of Greece,Prince of Greece,Male,OT,was about to arrive after Michael gave his message to Daniel (DAN 10:20),
Prince of the Kingdom of Persia,Prince of the Kingdom of Persia,Male,Both,opposed the messenger to Daniel (DAN 10:13),
Priscilla,Priscila,Female,NT,wife of Aquila (ACT 18:2),same as Prisca
Prochorus,Prochorus,Male,NT,chosen to serve the widows of the Hellenistic Jews (ACT 6:5),he that presides over the choirs
Puah,Puah,Female,OT,Hebrew midwife of Exodus (EXO 1:15),mouth; corner; bush of hair
Publius,Publius,Male,NT,the leading man of the island of Malta (ACT 28:7),common
Pudens,Pudente,Male,NT,sent greetings via Paul to Timothy (2TI 4:21),shamefaced
Pul,Pul,Male,OT,King of Assyria (2KI 15:19),bean; destruction
Purah,Purah,Male,OT,servant of Gideon (JDG 7:10),
Put,Put,Male,OT,son of Ham (GEN 10:6),
Putiel,Putiel,Male,OT,father of Eleazar's wife (EXO 6:25),God is my fatness
Puvvah,Puvvah,Male,OT,son of Issachar (GEN 46:13),
Pyrrhus,Pyrrhus,Male,NT,father (?) of Sopater (ACT 20:4),
Quartus,Quartus,Male,NT,the brother (ROM 16:23),fourth
Queen of Sheba,Queen of Sheba,Female,OT,tested Solomon (1KI 10:1),
Quirinius,Cirenio,Male,NT,govern of Syria when the census at the time of Jesus' birth occurred (LUK 2:2),
Raamah,Raamah,Male,Both,son of Cush (GEN 10:7),greatness; thunder; some sort of evil
Rab-mag,Rab-mag,Male,Unknown,,
Rab-saris,Rab-saris,Male,OT,messenger from Sennacherib to Hezekiah (2KI 18:17),chief of the eunuchs
Rabsaris,Rabsaris,Male,NT,"Chief of the Heads, one of the three officers whom Sennacherib sent from Lachish with a threatening message to Jerusalem ([2 Kings 18:17](/2kgs#2Kgs",
Rabshakeh,Rabshakeh,Male,Both,messenger from Sennacherib to Hezekiah (2KI 18:17),
Rachab,Rachab,Female,NT,"'=Rahab, a name found in the genealogy of our Lord ([Matt",same as Rahab
Rachel,Raquel,Female,Both,daughter of Laban (GEN 29:10) and wife of Jacob (GEN 29:28),sheep
Raddai,Raddai,Male,OT,fifth-born son of Jesse (1CH 2:14),ruling; coming down
Rahab,Rahab,Female,Both,the harlot of Jericho (JOS 2:1),large; extended (name of a woman)
Raham,Raham,Male,Both,son of Shema (1CH 2:44),compassion; a friend
Rakem,Rakem,Male,OT,son of Peresh (1CH 7:16),
Ram,Ram,Male,Both,son of Hezron in the lineage of King David (RUT 4:19),elevated; sublime
Ramiah,Ramías,Male,OT,descendant of Parosh who had married a foreign wife (EZR 10:25),exaltation of the Lord
Ramoth,Ramoth,Male,Unknown,,eminences; high places
Rapha,Rafa,Male,Both,"A Benjamite, the son of Binea ([1 Chr",
Raphah,Rafah,Male,OT,father of Ishbi-benob (2SA 21:16),"Raphu, relaxation; physic; comfort"
Raphu,Rafu,Male,Both,father of Palti (NUM 13:9),
Reaia,Reaia,Male,Unknown,,
Reaiah,Reaías,Male,OT,son of Shobal (1CH 4:2),vision of the Lord
Reba,Reba,Male,Both,King of Midian (NUM 31:8),the fourth; a square; that lies or stoops down
Rebekah,Rebeca,Female,Both,"daughter of Bethuel, grandaughter of Nahor (GEN 22:23)",fat; fattened; a quarrel appeased
Rechab,Rechab,Male,OT,commander of Ish-bosheth's military (2SA 4:2),square; chariot with team of four horses
Rechah,Rechah,Male,Unknown,,
Reelaiah,Reelaías,Male,Both,"returned to Judah after the Babylonian captivity (EZR 2:2, NEH 7:7) [called Raamiah in NEH 7:7]",shepherd or companion to the Lord
Regem,Regem,Male,OT,son of Jahdai (1CH 2:47),that stones or is stoned; purple
Regem-melech,Regem-melec,Male,NT,"Friend of the king, one of the two messengers sent by the exiled Jews to Jerusalem in the time of Darius ([Zech",
Regemmelech,Regemmelec,Male,Both,emissary from Bethel seeking the favor of the LORD (ZEC 7:2),he that stones the king; purple of the king
Rehabiah,Rehabías,Male,Both,descendant of Eliezer (1CH 23:17),"breadth, or extent, of the Lord"
Rehob,Rehob,Male,Both,father of Hadadezer (2SA 8:3),breadth; space; extent
Rehoboam,Roboam,Male,Both,son of Solomon who became king after him (1KI 11:43),who sets the people at liberty
Rehum,Rehum,Male,Both,"returned to Judah after the Babylonian captivity (EZR 2:2, NEH 7:7) [called Nehum NEH 7:7]",merciful; compassionate
Rei,Rei,Male,OT,supported David when Adonijah attempted a coup (1KI 1:8),my shepherd; my companion; my friend
Rekem,Rekem,Male,Both,King of Midian (NUM 31:8),vain pictures; divers picture
Remaliah,Remalías,Male,Both,father of Pekah (2KI 15:25),the exaltation of the Lord
Rephael,Refael,Male,OT,son of Shemaiah [Shemaiah_9] (1CH 26:7),the physic or medicine of God
Rephah,Refah,Male,OT,son of Ephraim (1CH 7:25),
Rephaiah,Refaías,Male,OT,son of Hananiah (1CH 3:21),medicine or refreshment of the Lord
Resheph,Resheph,Male,OT,son of Ephraim (1CH 7:25),
Reu,Reu,Male,OT,son of Peleg (GEN 11:19),his friend; his shepherd
Reuben,Rubén,Male,Both,"firstborn son of Jacob (GEN 29:32), son of Leah",who sees the son; the vision of the son
Reuel,Reuel,Male,OT,"son of Esau (GEN 36:4, 10, 17)",the shepherd or friend of God
Reumah,Reumah,Female,OT,concubine of Nahor (GEN 22:24),lofty; sublime
Rezia,Rezia,Male,Unknown,,
Rezin,Rezin,Male,OT,King of Aram (2KI 15:37),good-will; messenger
Rezon,Rezon,Male,OT,adversary to Solomon (1KI 11:23),lean; small; secret; prince
Rhesa,Rhesa,Male,NT,in the lineage of Messiah (LUK 3:27),will; course
Rhoda,Rode,Female,NT,servant girl in Mary's house who did not let Peter in (ACT 12:13),a rose
Ribai,Ribai,Male,Both,of Gibeah of the sons of Benjamin (2SA 23:29),strife
Rimmon,Rimmon,Male,Both,the Beerothite (2SA 4:2),exalted; pomegranate
Rinnah,Rinnah,Male,OT,son of Shimon (1CH 4:20),song; rejoicing
Riphath,Rifath,Male,OT,son of Gomer (GEN 10:3),remedy; medicine; release; pardon
Rizia,Rizia,Male,OT,son of Ulla [Jephunneh] (1CH 7:39),
Rizpah,Rizpa,Female,Both,concubine of Saul (2SA 3:7),bed; extension; a coal
Rohgah,Rohgah,Male,OT,son of Shomer (1CH 7:34),filled or drunk with talk
Rokeim,Rokeim,Male,OT,father of Hananiah_6 in Ralhlf's Septuaginta (NEH 3:8),
Romamti-ezer,Romamti-ezer,Male,Both,"son of Heman_3 (1CH 25:4), chosen twenty-fourth by lot (1CH 25:31)",exaltation of help
Rosh,Rosh,Male,OT,son of Benjamin (GEN 46:21),"the head; top, or beginning"
Rufus,Rufo,Male,NT,son of Simon the Cyrene (MRK 15:21),red
Ruth,Rut,Female,Both,the Moabitess (RUT 1:22),drunk; satisfied
Sabtah,Sabtah,Male,Both,son of Cush (GEN 10:7),a going about or circuiting; old age
Sabteca,Sabteca,Male,OT,son of Cush (GEN 10:7),
Sabtecha,Sabtecha,Male,NT,The fifth son of Cush,
Sacar,Sacar,Male,Both,fourth-born son of Obed-edom (1CH 26:4),wares; a price
Sachia,Sachia,Male,OT,son of Shaharaim (1CH 8:10),
Sadoc,Sadoc,Male,NT,"Just, mentioned in the genealogy of our Lord ([Matt","or Zadok, just; righteous"
Salah,Salah,Male,NT,"A shoot, a descendant of Arphaxed ([Luke 3:35](/luke#Luke",mission; sending
Salathiel,Salathiel,Male,NT,"Whom I asked of God, the son of Jeconiah ([Matt",asked or lent of God
Sallai,Sallai,Male,OT,descendant of Benjamin (NEH 11:8),"Sallu, an exaltation; a basket"
Sallu,Sallu,Male,OT,son of Meshullam (1CH 9:7),
Salma,Salma,Male,OT,son of Hur who founded Bethlehem (1CH 2:51),peace; perfection
Salmon,Salmon,Male,Both,son of Nahshon and father of Boaz in the lineage of King David (RUT 4:19),peaceable; perfect; he that rewards
Salome,Salomé,Female,NT,one of the women who followed Jesus from the Galilee (MRK 15:40),same as Salmon
Salu,Salu,Male,OT,father of Zimri (NUM 25:14),
Samgar-nebo,Samgar-nebo,Male,Both,"Be gracious, O Nebo! or a cup-bearer of Nebo, probably the title of Nergal-sharezer, one of the princes of Babylon ([Jer",
Samgar-nebu,Samgar-nebu,Male,Both,Babylonian official who sat in the Middle Gate of Jerusalem (JER 39:3),
Samlah,Samlah,Male,OT,"King of Edom, successor to Hadad, from Masrekah (GEN 36:36)",his raiment; his left hand; his astonishment
Samson,Sansón,Male,Both,"son of Manoah (JDG 13:24), who killed a thousand men with the jawbone of a donkey (JDG 15:15)",his sun; his service; there the second time
Samuel,Samuel,Male,Both,the leader of the tribe of Simeon (NUM 34:20) to apportion the Land (NUM 34:17),heard of God; asked of God
Sanballat,Sanballat,Male,Both,the Horonite who opposed Nehemiah (NEH 2:10),bramble-bush; enemy in secret
Saph,Saph,Male,Both,"among the descendants of Raphah [""the giant""?] (2SA 21:18)",rushes; sea-moss
Sapphira,Safira,Female,NT,wife of Ananias (ACT 5:1),that relates or tells
Sar-sekim,Sar-sekim,Male,Both,the Rab-saris [chief official] (JER 39:3),
Sarah,Sara,Female,Both,"Princess, the wife and at the same time the half-sister of Abraham ([Gen",lady; princess; princess of the multitude
Sarai,Sarai,Female,Unknown,Abram's wife (11:29),my lady; my princess
Saraph,Saraph,Male,OT,"son of Shelah, son of Judah (1CH 4:22)",
Sargon,Sargon,Male,OT,king of Assyria (ISA 20:1),who takes away protection
Sarsechim,Sarsechim,Male,Unknown,,master of the wardrobe
Satan,Satan,Male,OT,stood up against Israel and moved David to number Israel (1CH 21:1),contrary; adversary; enemy; accuser
Saul,Saúl,Male,Both,"son of Kish (1SA 9:2), King of Israel (1SA 11:15)",demanded; lent; ditch; death
Sceva,Sceva,Male,NT,a Jewish chief priest (ACT 19:14),disposed; prepared
Seba,Seba,Male,Both,son of Cush (GEN 10:7),a drunkard; that turns
Secundus,Segundo,Male,NT,a believer from Thessalonica (ACT 20:4),second
Segub,Segub,Male,Both,youngest son of Hiel who died when his father rebuilt Jericho (1KI 16:34),fortified; raised
Seir,Seir,Male,Both,the Horite (dwelt near Mt. Hor- GEN 36:20),"Seirath, hairy; goat; demon; tempest"
Seled,Seled,Male,OT,son of Nadab (1CH 2:30),affliction; warning
Semachiah,Semachías,Male,OT,"son of Shemaiah [Shemaiah_9], a valiant man (1CH 26:7)",joined to the Lord
Semei,Semei,Male,NT,Mentioned in the genealogy of our Lord ([Luke 3:26](/luke#Luke,hearing; obeying
Semein,Semein,Male,NT,in the lineage of Messiah (LUK 3:26),
Senaah,Senaah,Male,OT,his sons (descendants) returned to Judah after captivity (EZR 2:35),bramble; enemy
Sennacherib,Senaquerib,Male,Both,King of Assyria (2KI 18:13),bramble of destruction
Senuah,Senuah,Male,Unknown,,
Seorim,Seorim,Male,Both,fourth-chosen priest for the twenty-four courses (1CH 24:8),gates; hairs; tempests
Sephatiah,Sefatías,Male,OT,son of Jehoshaphat (2CH 21:2),
Serah,Serah,Female,Both,son of Asher (GEN 46:17),lady of scent; song; the morning star
Seraiah,Seraías,Male,Both,secretary to David (2SA 8:17),prince of the Lord
Sered,Sered,Male,Both,son of Zebulun (GEN 46:14),dyer's vat
Sergius,Sergius,Male,NT,the proconsul of Cyprus (ACT 13:7),net
Serug,Serug,Male,Both,son of Reu (GEN 11:20),branch; layer; twining
Seth,Set,Male,Both,son of Adam (GEN 4:25),put; who puts; fixed
Sethur,Sethur,Male,Both,1 of the 12 spies- from Asher (NUM 13:13),hid; destroying
Shaaph,Shaaph,Male,OT,son of Jahdai (1CH 2:47),
Shaashgaz,Shaashgaz,Male,Both,king's eunuch in charge of the concubines (EST 2:14),he that presses the fleece; that shears the sheep
Shabbethai,Shabbethai,Male,Both,the Levite who opposed Israel's decision to set apart foreign wives (EZR 10:15),my rest
Shachia,Shachia,Male,Unknown,,protection of the Lord
Shadrach,Sadrac,Male,Both,"Aku’s command, the Chaldean name given to Hananiah, one of the Hebrew youths whom Nebuchadnezzar carried captive to Babylon ([Dan","tender, nipple"
Shage,Shage,Male,Unknown,,touching softly; multiplying much
Shaharaim,Shaharaim,Male,OT,(son of Gera ?) (1CH 8:8),
Shallum,Shallum,Male,Both,conspired against King Zechariah and became king of Israel in his place (2KI 15:10),perfect; agreeable
Shallun,Shallun,Male,Unknown,,
Shalmai,Shalmai,Male,OT,temple servant (EZR 2:46),my garment
Shalmaneser,Shalmaneser,Male,OT,King of Assyria (2KI 17:3),peace; tied; chained; perfection; retribution
Shama,Shama,Male,Both,son of Hotham the Aroerite (1CH 11:44),
Shamariah,Shamarías,Male,Unknown,,throne or keeping of the Lord
Shamed,Shamed,Male,Unknown,,destroying; wearing out
Shamer,Shamer,Male,Unknown,,keeper; thorn; dregs
Shamgar,Samgar,Male,Both,struck down six hundred Philistines with an oxgoad (JDG 3:31),named a stranger; he is here a stranger
Shamhuth,Shamhuth,Male,Both,the Izrahite (1CH 27:8),desolation; destruction
Shamir,Shamir,Male,Both,"son of Micah, son of Uzziel (1CH 24:24)","Shamer, prison; bush; lees; thorn"
Shamma,Shamma,Male,OT,son of Zophah (1CH 7:37),
Shammah,Shammah,Male,Both,son of Reuel (GEN 36:13) and chief of Edom (GEN 36:17),loss; desolation; astonishment
Shammai,Shammai,Male,OT,"son of Onam, son of Jerahmeel (1CH 2:28)",my name; my desolations
Shammua,Shammua,Male,Both,1 of the 12 spies- from Reuben (NUM 13:4),
Shamsherai,Shamsherai,Male,OT,son of Jeroham [Jeremoth v 14] (1CH 8:26),there a singer or conqueror
Shapham,Shafam,Male,OT,"second chief (1CH 5:12), Gadite (1CH 5:11)","Shaphan, rabbit; wild rat; their lip; their brink"
Shaphan,Shafan,Male,OT,"scribe of King Josiah (2KI 22:3, 2CH 34:15)",
Shaphat,Shafat,Male,Both,1 of the 12 spies- from Simeon (NUM 13:5),judge
Sharai,Sharai,Male,OT,descendant of Bani who had married a foreign wife (EZR 10:40),my lord; my prince; my song
Sharar,Sharar,Male,OT,father of Ahiam (2SA 23:33),navel; thought; singing
Sharezer,Sharezer,Male,Both,killed King Sennacherib of Assyria (2KI 19:37),"overseer of the treasury, or of the storehouse"
Shashai,Shashai,Male,OT,descendant of Bani who had married a foreign wife (EZR 10:40),rejoicing; mercy; linen
Shashak,Shashak,Male,OT,son of Elpaal (1CH 8:14),a bag of linen; the sixth bag
Shaul,Shaul,Male,Both,"King of Edom, successor to Samlah, from Rehoboth on the [Euphrates] river (GEN 36:37)","Saul, asked; lent; a grave"
Shavsha,Shavsha,Male,OT,"(“Seraiah,” [2 Sam",
Sheal,Sheal,Male,OT,descendant of Bani who had married a foreign wife (EZR 10:29),
Shealtiel,Shealtiel,Male,OT,son of Jehoiachin_1 [Jeconiah] (1CH 3:17),same as Salathiel
Shear-jashub,Shear-jashub,Male,OT,son of Isaiah (ISA 7:3),the remnant shall return
Sheariah,Shearías,Male,OT,son of Azel (1CH 8:38),gate of the Lord; tempest of the Lord
Sheba,Seba,Male,Both,son of Raamah (GEN 10:7),captivity; old man; repose; oath
Shebaniah,Shebanías,Male,Both,trumpeter (1CH 15:24),"the Lord that converts, or recalls from captivity"
Sheber,Sheber,Male,OT,son of Chelubai [Caleb] by Maacah (1CH 2:48),breaking; hope
Shebna,Shebna,Male,NT,"Tender youth, “treasurer” over the house in the reign of Hezekiah, i",who rests himself; who is now captive
Shebnah,Shebnah,Male,OT,Hezekiah's scribe (2KI 18:18),
Shebuel,Shebuel,Male,Both,"descendant of Gershom (1CH 23:16), officer over the treasures (1CH 26:24)","turning, or captivity, or seat, of God"
Shecaniah,Shecanías,Male,Both,son of Hananiah (1CH 3:21),habitation of the Lord
Shechaniah,Shechanías,Male,OT,A priest whose sons are mentioned in [1 Chr,
Shechem,Shechem,Male,Both,"son of Hamor, the Hivite (GEN 33:19, GEN 34:2) who raped Dinah (GEN 34:2)",part; portion; back early in the morning
Shedeur,Shedeur,Male,OT,father of Elizur (NUM 1:5),field of light; light of the Almighty
Sheerah,Sheerah,Female,OT,daughter of Ephraim (1CH 7:24),
Shehariah,Sheharías,Male,OT,son of Jeroham [Jeremoth v 14] (1CH 8:26),mourning or blackness of the Lord
Shelah,Sela,Male,OT,"son of Arpachshad (GEN 10:24, GEN 11:12)",that breaks; that unties; that undresses
Shelemiah,Shelemías,Male,OT,descendant of Bani who had married a foreign wife (EZR 10:39),God is my perfection; my happiness; my peace
Sheleph,Sheleph,Male,OT,son of Joktan (GEN 10:26),who draws out
Shelesh,Shelesh,Male,OT,son of Hotham (1CH 7:35),captain; prince
Shelomi,Shelomi,Male,OT,father of Ahihud (NUM 34:27),"Shelomith, my peace; my happiness; my recompense"
Shelomith,Shelomith,Female,Both,mother of the unnamed man who cursed the Name (LEV 24:11),
Shelomoth,Shelomoth,Male,Both,son of Shimei_8 within the family of Ladan (1CH 23:9),
Shelumiel,Shelumiel,Male,Both,head of the tribe of Simeon during the census (NUM 1:6),same as Shelemiah
Shem,Sem,Male,Both,son of Noah (GEN 5:32),name; renown
Shema,Shema,Male,OT,son of Hebron (1CH 2:43),hearing; obeying
Shemaah,Shemaah,Male,Both,the Gibeathite (1CH 12:3),
Shemaiah,Shemaías,Male,Both,"the man of G-d (1KI 12:22, 2CH 11:2)",that hears or obeys the Lord
Shemariah,Shemarías,Male,OT,came to David's aid at Ziklag (1CH 12:5),God is my guard
Shemeber,Shemeber,Male,Both,King of Zeboiim (GEN 14:2),name of force; name of the strong
Shemed,Shemed,Male,OT,son of Elpaal (1CH 8:12),
Shemer,Shemer,Male,Both,sold the hill of Samaria (Shomron) to King Omri (1KI 16:24),guardian; thorn
Shemida,Shemida,Male,OT,son of Gilead (NUM 26:30-32),name of knowledge; that puts knowledge
Shemiramoth,Shemiramoth,Male,OT,"second rank Levite, gatekeeper (1CH 15:18)",the height of the heavens
Shemuel,Shemuel,Male,NT,The son of Ammihud,appointed by God
Shenazar,Shenazar,Male,Unknown,,treasurer of a tooth
Shenazzar,Shenazzar,Male,OT,son of Jehoiachin_1 [Jeconiah] (1CH 3:18),
Shephathiah,Shefathías,Male,Unknown,,
Shephatiah,Shefatías,Male,OT,fifth-born son of King David (2SA 3:4),the Lord that judges
Shepho,Shefo,Male,OT,son of Shobal (GEN 36:23),desert
Sherah,Sherah,Female,Unknown,,flesh; relationship
Sherebiah,Sherebías,Male,OT,a man of insight sent to Ezra (EZR 8:18),singing with the Lord
Sheresh,Sheresh,Male,OT,son of Machir and Maacah (1CH 7:16),
Sherezer,Sherezer,Male,NT,One of the messengers whom the children of the Captivity sent to Jerusalem “to pray for them before the Lord” ([Zech,
Sheshai,Sheshai,Male,OT,descendant of Anak (NUM 13:22),six; mercy; flax
Sheshan,Sheshan,Male,OT,son of Ishi (1CH 2:31),lily; rose; joy; flax
Sheshbazzar,Sheshbazzar,Male,Both,the prince of Judah (EZR 1:8),joy in tribulation; joy of the vintage
Shethar,Shethar,Male,Both,one of the seven princes of Persia and Media (EST 1:14),putrefied; searching
Shethar-bozenai,Shethar-bozenai,Male,Both,opposed Israel rebuilding the Temple (EZR 5:3),
Shethar-boznai,Shethar-boznai,Male,NT,"Star of splendour, a Persian officer who vainly attempted to hinder the rebuilding of the temple ([Ezra 5:3](/ezra#Ezra",that makes to rot; that seeks those who despise me
Sheva,Sheva,Male,Both,scribe for King David (2SA 20:25,vanity; elevation; fame; tumult
Shilhi,Shilhi,Male,OT,father of Azubah (1KI 22:42),"Shilhim, bough; weapon; armor"
Shillem,Shillem,Male,OT,son of Naphtali (GEN 46:24),peace; perfection; retribution
Shiloni,Shiloni,Male,Unknown,,
Shilshah,Shilshah,Male,OT,son of Zophah (1CH 7:37),three; chief; captain
Shimea,Shimea,Male,Both,son of Uzzah (1CH 6:30),
Shimeah,Shimeah,Male,OT,son of Mikloth (1CH 8:32),"Shimeath, that hears, or obeys; perdition"
Shimeath,Shimeath,Female,OT,mother of Jozacar (2KI 12:21) an Ammonitess (2CH 24:26),
Shimei,Simei,Male,Both,son of Gershon (EXO 6:17),"Shimi, that hears or obeys; my reputation; my fame"
Shimeon,Shimeon,Male,OT,descendant of Harim who had married a foreign wife (EZR 10:31),same as Simeon
Shimhi,Shimhi,Male,OT,"Famous, a Benjamite ([1 Chr",
Shimon,Shimon,Male,OT,"father of Amnon, Rinnah, Benhanan, and Tilon (1CH 4:20)",providing well; fatness; oil
Shimrath,Shimrath,Male,OT,son of Shimei [Shema v13] (1CH 8:21),hearing; obedient
Shimri,Shimri,Male,OT,"son of Shemaiah (1CH 4:37), Simeonite (1CH 4:24)",thorn; dregs
Shimrith,Shimrith,Male,NT,"The mother of Jehozabad, who murdered Joash ([2 Kings 12:21](/2kgs#2Kgs","Shimron, same as Shimri"
Shimron,Shimron,Male,Both,son of Issachar (GEN 46:13),
Shimshai,Shimshai,Male,Both,the scribe who wrote against Judah (EZR 4:8),my son
Shinab,Shinab,Male,Both,King of Admah (GEN 14:2),father of changing
Shiphi,Shifi,Male,OT,"son of Allon (1CH 4:37), Simeonite (1CH 4:24)",multitude
Shiphrah,Shiphrah,Female,Both,Hebrew midwife of Exodus (EXO 1:15),handsome; trumpet; that does good
Shiphtan,Shiphtan,Male,Both,father of Kemuel (NUM 34:24),
Shisha,Shisha,Male,OT,father of Elihoreph and Ahijah (1KI 4:3),of marble; pleasant
Shishak,Shishak,Male,OT,King of Egypt (1KI 14:25),present of the bag; of the pot; of the thigh
Shitrai,Shitrai,Male,Both,the Sharonite in charge of David's cattle in Sharon (1CH 27:29),gatherer of money
Shiza,Shiza,Male,Both,the Reubenite (1CH 11:42),this gift
Shobab,Shobab,Male,OT,son of David (2SA 5:14),returned; turned back; a spark
Shobach,Shobach,Male,Both,commander of the army of Hadadezer (2SA 10:16),your bonds; your chains
Shobai,Shobai,Male,OT,his sons (descendants) returned to Judah after captivity (EZR 2:42),turning captivity
Shobal,Shobal,Male,Both,son of Seir (GEN 36:20) and chief in Edom (GEN 36:29),path; ear of corn
Shobek,Shobek,Male,OT,non-Levite leader (NEH 10:14),made void; forsaken
Shobi,Shobi,Male,Both,the son of Nahash from Rabbah (2SA 17:27),
Shoham,Shoham,Male,OT,son of Jaaziah (1CH 24:27),keeping back
Shomer,Shomer,Female,OT,"mother of Jehozabad (2KI 12:21), a Moabitess (2CH 24:26)",keeper; dregs
Shua,Shua,Male,Both,Canaanite father of Judah's wife (GEN 38:2),crying; saving
Shuah,Shuah,Male,OT,son of Abraham through Keturah (GEN 25:2),ditch; swimming; humiliation
Shual,Shual,Male,OT,son of Zophah (1CH 7:36),fox; path; first
Shubael,Shubael,Male,Both,"One of the descendants of Gershom, who had charge of the temple treasures in the time of David ([1 Chr",returning captivity; seat of God
Shuhah,Shuhah,Male,OT,brother of Chelub (1CH 4:11),
Shuni,Shuni,Male,OT,son of Gad (GEN 46:16),changed; sleeping
Shupham,Shufam,Male,Unknown,,
Shuppim,Shuppim,Male,Both,gatekeeper to the west (1CH 26:16),
Shuthelah,Shuthelah,Male,OT,descendant of Ephraim (NUM 26:35),plant; verdure; moist; pot
Sia,Sia,Male,Unknown,,moving; help
Siaha,Siaha,Male,OT,temple servant (EZR 2:44),
Sibbecai,Sibbecai,Male,Both,the Hushathite (2SA 21:18) of the Zerahites,
Sibbechai,Sibbechai,Male,Both,"The Lord sustains, one of David’s heroes ([1 Chr",bough; cottage; of springs
Sidon,Sidon,Male,OT,son of Canaan (GEN 10:15),hunting; fishing; venison
Sihon,Sehón,Male,Both,King of the Amorites (NUM 21:21),rooting out; conclusion
Silas,Silas,Male,NT,a leading man among the brethren (ACT 15:22),"three, or the third"
Simeon,Simeón,Male,Both,"second-born son of Jacob (GEN 29:33), son of Leah",that hears or obeys; that is heard
Simon,Simón,Male,NT,"Peter, brother of Andrew (MAT 4:18)",that hears; that obeys
Simri,Simri,Male,Both,"Watchman, a Levite of the family of Merari ([1 Chr",
Sini,Sini,Male,OT,son of Canaan (GEN 10:15),
Sinite,Sinite,Male,OT,"An inhabitant of Sin, near Arka ([Gen",
Sippai,Sippai,Male,Both,"Extension, the son of the giant whom Sibbechai slew ([2 Sam",threshold; silver cup
Sisamai,Sisamai,Male,Unknown,,house; blindness
Sisera,Sísara,Male,Both,commander of Jabin's army (JDG 4:2),that sees a horse or a swallow
Sismai,Sismai,Male,OT,son of Eleasah (1CH 2:40),
Sister of Tahpenes,Sister of Tahpenes,Female,Unknown,,
Sithri,Sithri,Male,OT,son of Uzziel (EXO 6:22),
So,So,Male,OT,King of Egypt (2KI 17:4),a measure for grain; vail
Soco,Soco,Male,OT,"son of Mered and ""his Jewish wife"" (1CH 4:18)",
Sodi,Sodi,Male,OT,father of Gaddiel (NUM 13:10),my secret
